IP地址,端口,TLS,数据中心,下载速度(MB/s)
172.65.112.56,443,TRUE,N/A,0
104.21.192.243,443,TRUE,N/A,0
104.25.168.111,443,TRUE,N/A,0
172.67.133.4,443,TRUE,N/A,0
104.27.46.83,443,TRUE,N/A,0
172.65.0.119,443,TRUE,N/A,0
104.24.34.167,443,TRUE,N/A,0
104.27.40.206,443,TRUE,N/A,0
104.25.192.114,443,TRUE,N/A,0
172.65.104.248,443,TRUE,N/A,0
104.24.131.29,443,TRUE,N/A,0
104.27.117.139,443,TRUE,N/A,0
172.65.241.229,443,TRUE,N/A,0
172.65.99.153,443,TRUE,N/A,0
104.21.208.79,443,TRUE,N/A,0
172.66.147.212,443,TRUE,N/A,0
172.67.78.117,443,TRUE,N/A,0
104.27.82.68,443,TRUE,N/A,0
104.27.15.63,443,TRUE,N/A,0
104.21.215.165,443,TRUE,N/A,0
104.25.179.172,443,TRUE,N/A,0
104.27.200.195,443,TRUE,N/A,0
104.21.78.53,443,TRUE,N/A,0
104.21.219.64,443,TRUE,N/A,0
104.21.226.55,443,TRUE,N/A,0
104.25.154.249,443,TRUE,N/A,0
198.41.222.52,443,TRUE,N/A,0
104.21.220.182,443,TRUE,N/A,0
104.27.113.91,443,TRUE,N/A,0
104.24.32.12,443,TRUE,N/A,0
162.159.42.37,443,TRUE,N/A,0
162.159.135.108,443,TRUE,N/A,0
104.21.216.42,443,TRUE,N/A,0
162.159.51.62,443,TRUE,N/A,0
172.64.32.41,443,TRUE,N/A,0
104.21.205.82,443,TRUE,N/A,0
104.27.69.241,443,TRUE,N/A,0
172.65.36.234,443,TRUE,N/A,0
172.64.97.62,443,TRUE,N/A,0
104.27.88.161,443,TRUE,N/A,0
104.21.77.218,443,TRUE,N/A,0
104.27.28.250,443,TRUE,N/A,0
162.159.149.69,443,TRUE,N/A,0
104.24.136.246,443,TRUE,N/A,0
172.67.88.223,443,TRUE,N/A,0
172.65.35.198,443,TRUE,N/A,0
162.159.49.8,443,TRUE,N/A,0
104.24.129.77,443,TRUE,N/A,0
162.159.57.104,443,TRUE,N/A,0
162.159.94.181,443,TRUE,N/A,0
104.24.128.90,443,TRUE,N/A,0
104.27.11.220,443,TRUE,N/A,0
172.66.203.28,443,TRUE,N/A,0
104.25.178.200,443,TRUE,N/A,0
172.67.213.30,443,TRUE,N/A,0
104.27.27.18,443,TRUE,N/A,0
172.66.202.157,443,TRUE,N/A,0
104.24.157.227,443,TRUE,N/A,0
104.21.203.94,443,TRUE,N/A,0
172.65.85.52,443,TRUE,N/A,0
172.67.155.59,443,TRUE,N/A,0
104.24.137.79,443,TRUE,N/A,0
104.25.204.113,443,TRUE,N/A,0
104.25.189.129,443,TRUE,N/A,0
172.66.217.55,443,TRUE,N/A,0
162.159.129.121,443,TRUE,N/A,0
172.66.0.228,443,TRUE,N/A,0
104.21.41.15,443,TRUE,N/A,0
104.24.138.30,443,TRUE,N/A,0
104.27.19.182,443,TRUE,N/A,0
104.27.87.119,443,TRUE,N/A,0
172.66.216.101,443,TRUE,N/A,0
104.21.75.204,443,TRUE,N/A,0
172.67.197.155,443,TRUE,N/A,0
104.27.89.163,443,TRUE,N/A,0
104.24.132.138,443,TRUE,N/A,0
104.25.162.180,443,TRUE,N/A,0
172.65.254.102,443,TRUE,N/A,0
172.65.74.241,443,TRUE,N/A,0
172.65.183.232,443,TRUE,N/A,0
172.67.138.158,443,TRUE,N/A,0
104.21.211.138,443,TRUE,N/A,0
104.27.57.17,443,TRUE,N/A,0
104.27.83.203,443,TRUE,N/A,0
172.65.219.170,443,TRUE,N/A,0
172.67.214.213,443,TRUE,N/A,0
172.65.23.50,443,TRUE,N/A,0
104.27.16.158,443,TRUE,N/A,0
172.67.81.14,443,TRUE,N/A,0
172.64.80.163,443,TRUE,N/A,0
172.65.192.30,443,TRUE,N/A,0
104.21.119.126,443,TRUE,N/A,0
104.25.201.191,443,TRUE,N/A,0
172.64.230.4,443,TRUE,N/A,0
104.27.207.89,443,TRUE,N/A,0
104.21.202.211,443,TRUE,N/A,0
104.27.102.166,443,TRUE,N/A,0
172.67.211.11,443,TRUE,N/A,0
104.21.26.206,443,TRUE,N/A,0
172.64.41.183,443,TRUE,N/A,0
172.66.170.165,443,TRUE,N/A,0
104.24.24.77,443,TRUE,N/A,0
104.24.166.92,443,TRUE,N/A,0
162.159.82.46,443,TRUE,N/A,0
172.65.196.72,443,TRUE,N/A,0
104.21.4.55,443,TRUE,N/A,0
172.65.228.43,443,TRUE,N/A,0
104.24.152.8,443,TRUE,N/A,0
104.24.51.110,443,TRUE,N/A,0
104.25.167.90,443,TRUE,N/A,0
162.159.50.139,443,TRUE,N/A,0
172.64.68.220,443,TRUE,N/A,0
172.67.218.214,443,TRUE,N/A,0
172.65.129.213,443,TRUE,N/A,0
104.24.164.1,443,TRUE,N/A,0
162.159.60.156,443,TRUE,N/A,0
104.24.42.74,443,TRUE,N/A,0
104.25.171.245,443,TRUE,N/A,0
104.24.25.220,443,TRUE,N/A,0
104.25.191.182,443,TRUE,N/A,0
104.25.226.196,443,TRUE,N/A,0
172.64.231.18,443,TRUE,N/A,0
104.24.143.42,443,TRUE,N/A,0
172.64.67.239,443,TRUE,N/A,0
172.65.33.190,443,TRUE,N/A,0
162.159.40.235,443,TRUE,N/A,0
104.21.0.169,443,TRUE,N/A,0
104.27.204.39,443,TRUE,N/A,0
104.25.145.21,443,TRUE,N/A,0
172.67.210.21,443,TRUE,N/A,0
104.25.183.153,443,TRUE,N/A,0
172.67.137.107,443,TRUE,N/A,0
104.27.42.211,443,TRUE,N/A,0
104.21.99.252,443,TRUE,N/A,0
172.65.191.25,443,TRUE,N/A,0
104.21.106.137,443,TRUE,N/A,0
172.66.149.154,443,TRUE,N/A,0
104.21.25.172,443,TRUE,N/A,0
104.27.0.5,443,TRUE,N/A,0
162.159.148.146,443,TRUE,N/A,0
198.41.204.198,443,TRUE,N/A,0
104.25.227.249,443,TRUE,N/A,0
104.24.46.192,443,TRUE,N/A,0
104.31.16.110,443,TRUE,N/A,0
172.64.91.246,443,TRUE,N/A,0
104.21.231.183,443,TRUE,N/A,0
172.67.222.207,443,TRUE,N/A,0
104.24.145.13,443,TRUE,N/A,0
172.67.207.147,443,TRUE,N/A,0
104.21.214.167,443,TRUE,N/A,0
172.67.147.31,443,TRUE,N/A,0
172.67.74.86,443,TRUE,N/A,0
104.27.1.62,443,TRUE,N/A,0
104.24.140.213,443,TRUE,N/A,0
172.65.227.218,443,TRUE,N/A,0
172.67.75.140,443,TRUE,N/A,0
188.114.98.3,443,TRUE,N/A,0
172.67.72.9,443,TRUE,N/A,0
172.67.221.142,443,TRUE,N/A,0
104.24.93.147,443,TRUE,N/A,0
104.24.26.175,443,TRUE,N/A,0
172.66.134.94,443,TRUE,N/A,0
104.21.127.51,443,TRUE,N/A,0
172.65.252.117,443,TRUE,N/A,0
104.25.170.135,443,TRUE,N/A,0
172.65.5.111,443,TRUE,N/A,0
104.21.221.43,443,TRUE,N/A,0
172.67.150.236,443,TRUE,N/A,0
104.24.163.128,443,TRUE,N/A,0
104.27.8.254,443,TRUE,N/A,0
162.159.15.9,443,TRUE,N/A,0
104.21.217.198,443,TRUE,N/A,0
104.25.169.92,443,TRUE,N/A,0
172.66.154.137,443,TRUE,N/A,0
172.65.167.83,443,TRUE,N/A,0
104.25.152.206,443,TRUE,N/A,0
104.21.218.224,443,TRUE,N/A,0
104.24.149.151,443,TRUE,N/A,0
104.21.13.2,443,TRUE,N/A,0
172.66.140.1,443,TRUE,N/A,0
104.27.5.219,443,TRUE,N/A,0
172.65.4.178,443,TRUE,N/A,0
104.21.207.62,443,TRUE,N/A,0
172.66.133.203,443,TRUE,N/A,0
104.25.177.144,443,TRUE,N/A,0
104.21.121.234,443,TRUE,N/A,0
104.21.124.60,443,TRUE,N/A,0
104.29.158.67,443,TRUE,N/A,0
172.67.87.128,443,TRUE,N/A,0
104.24.95.108,443,TRUE,N/A,0
172.66.215.20,443,TRUE,N/A,0
104.21.210.82,443,TRUE,N/A,0
104.21.30.179,443,TRUE,N/A,0
104.25.200.237,443,TRUE,N/A,0
104.27.107.102,443,TRUE,N/A,0
104.25.158.168,443,TRUE,N/A,0
104.27.45.4,443,TRUE,N/A,0
172.67.201.222,443,TRUE,N/A,0
172.66.198.184,443,TRUE,N/A,0
104.21.125.225,443,TRUE,N/A,0
162.159.2.43,443,TRUE,N/A,0
104.21.197.184,443,TRUE,N/A,0
172.65.107.57,443,TRUE,N/A,0
172.66.200.177,443,TRUE,N/A,0
172.67.209.182,443,TRUE,N/A,0
104.27.79.202,443,TRUE,N/A,0
104.21.3.140,443,TRUE,N/A,0
172.65.151.46,443,TRUE,N/A,0
172.65.251.128,443,TRUE,N/A,0
104.16.177.225,443,TRUE,N/A,0
172.67.216.23,443,TRUE,N/A,0
104.21.209.174,443,TRUE,N/A,0
172.66.177.99,443,TRUE,N/A,0
104.21.24.71,443,TRUE,N/A,0
104.21.123.124,443,TRUE,N/A,0
104.27.95.162,443,TRUE,N/A,0
162.159.25.6,443,TRUE,N/A,0
172.65.220.43,443,TRUE,N/A,0
104.27.110.122,443,TRUE,N/A,0
172.66.132.215,443,TRUE,N/A,0
172.66.161.85,443,TRUE,N/A,0
104.25.164.48,443,TRUE,N/A,0
104.24.91.191,443,TRUE,N/A,0
104.25.229.159,443,TRUE,N/A,0
104.21.225.30,443,TRUE,N/A,0
104.25.221.214,443,TRUE,N/A,0
162.159.11.110,443,TRUE,N/A,0
162.159.131.236,443,TRUE,N/A,0
172.65.179.172,443,TRUE,N/A,0
162.159.130.79,443,TRUE,N/A,0
104.25.153.210,443,TRUE,N/A,0
172.67.80.110,443,TRUE,N/A,0
172.64.76.142,443,TRUE,N/A,0
172.66.141.80,443,TRUE,N/A,0
104.16.168.38,443,TRUE,N/A,0
172.64.74.136,443,TRUE,N/A,0
104.25.194.117,443,TRUE,N/A,0
172.67.85.134,443,TRUE,N/A,0
172.66.139.193,443,TRUE,N/A,0
172.65.59.109,443,TRUE,N/A,0
104.25.180.45,443,TRUE,N/A,0
104.21.206.220,443,TRUE,N/A,0
172.64.229.57,443,TRUE,N/A,0
162.159.14.188,443,TRUE,N/A,0
198.41.209.147,443,TRUE,N/A,0
104.24.94.9,443,TRUE,N/A,0
104.27.34.95,443,TRUE,N/A,0
172.67.141.137,443,TRUE,N/A,0
172.67.73.81,443,TRUE,N/A,0
172.65.61.70,443,TRUE,N/A,0
162.159.134.197,443,TRUE,N/A,0
172.67.142.174,443,TRUE,N/A,0
104.21.122.1,443,TRUE,N/A,0
172.66.196.92,443,TRUE,N/A,0
104.25.228.9,443,TRUE,N/A,0
104.25.190.216,443,TRUE,N/A,0
104.25.188.149,443,TRUE,N/A,0
104.16.166.73,443,TRUE,N/A,0
104.25.19.32,443,TRUE,N/A,0
104.19.231.44,443,TRUE,N/A,0
172.67.208.55,443,TRUE,N/A,0
104.27.86.253,443,TRUE,N/A,0
172.65.31.203,443,TRUE,N/A,0
172.65.106.8,443,TRUE,N/A,0
104.19.232.4,443,TRUE,N/A,0
104.19.218.205,443,TRUE,N/A,0
104.27.197.90,443,TRUE,N/A,0
162.159.45.65,443,TRUE,N/A,0
172.64.75.182,443,TRUE,N/A,0
172.66.197.61,443,TRUE,N/A,0
172.66.1.36,443,TRUE,N/A,0
104.25.217.13,443,TRUE,N/A,0
104.24.6.110,443,TRUE,N/A,0
104.16.244.120,443,TRUE,N/A,0
104.21.5.189,443,TRUE,N/A,0
104.24.9.235,443,TRUE,N/A,0
172.65.100.118,443,TRUE,N/A,0
104.21.2.88,443,TRUE,N/A,0
172.67.113.24,443,TRUE,N/A,0
172.66.137.123,443,TRUE,N/A,0
104.24.43.243,443,TRUE,N/A,0
104.24.86.208,443,TRUE,N/A,0
172.66.194.113,443,TRUE,N/A,0
104.27.74.236,443,TRUE,N/A,0
104.21.212.3,443,TRUE,N/A,0
172.65.225.109,443,TRUE,N/A,0
172.66.159.202,443,TRUE,N/A,0
104.25.185.87,443,TRUE,N/A,0
104.21.213.170,443,TRUE,N/A,0
104.25.156.18,443,TRUE,N/A,0
104.21.193.170,443,TRUE,N/A,0
172.65.60.232,443,TRUE,N/A,0
172.67.136.26,443,TRUE,N/A,0
104.24.4.241,443,TRUE,N/A,0
172.65.64.170,443,TRUE,N/A,0
173.245.59.221,443,TRUE,N/A,0
172.65.156.122,443,TRUE,N/A,0
172.67.184.210,443,TRUE,N/A,0
104.24.135.248,443,TRUE,N/A,0
104.25.220.221,443,TRUE,N/A,0
104.25.213.176,443,TRUE,N/A,0
104.21.1.234,443,TRUE,N/A,0
104.27.195.160,443,TRUE,N/A,0
104.21.120.5,443,TRUE,N/A,0
104.21.29.188,443,TRUE,N/A,0
104.21.116.85,443,TRUE,N/A,0
104.25.205.98,443,TRUE,N/A,0
162.159.132.36,443,TRUE,N/A,0
104.19.216.180,443,TRUE,N/A,0
172.65.20.162,443,TRUE,N/A,0
104.25.165.189,443,TRUE,N/A,0
172.66.209.228,443,TRUE,N/A,0
104.19.191.171,443,TRUE,N/A,0
172.65.211.183,443,TRUE,N/A,0
104.19.188.164,443,TRUE,N/A,0
172.67.86.109,443,TRUE,N/A,0
104.17.36.148,443,TRUE,N/A,0
190.93.245.161,443,TRUE,N/A,0
172.65.217.125,443,TRUE,N/A,0
104.24.10.8,443,TRUE,N/A,0
162.159.34.50,443,TRUE,N/A,0
172.67.82.206,443,TRUE,N/A,0
198.41.196.21,443,TRUE,N/A,0
104.27.50.171,443,TRUE,N/A,0
172.67.131.237,443,TRUE,N/A,0
104.25.155.46,443,TRUE,N/A,0
172.66.166.65,443,TRUE,N/A,0
104.24.11.9,443,TRUE,N/A,0
162.159.10.168,443,TRUE,N/A,0
104.21.7.65,443,TRUE,N/A,0
104.25.146.74,443,TRUE,N/A,0
172.65.65.12,443,TRUE,N/A,0
104.27.51.233,443,TRUE,N/A,0
104.21.112.163,443,TRUE,N/A,0
104.19.224.84,443,TRUE,N/A,0
172.67.153.46,443,TRUE,N/A,0
172.65.19.185,443,TRUE,N/A,0
104.25.33.228,443,TRUE,N/A,0
104.25.159.64,443,TRUE,N/A,0
172.67.193.15,443,TRUE,N/A,0
104.24.141.13,443,TRUE,N/A,0
172.66.192.227,443,TRUE,N/A,0
104.27.53.69,443,TRUE,N/A,0
104.25.219.154,443,TRUE,N/A,0
104.21.108.246,443,TRUE,N/A,0
104.19.185.71,443,TRUE,N/A,0
104.25.238.158,443,TRUE,N/A,0
172.64.88.4,443,TRUE,N/A,0
104.24.7.184,443,TRUE,N/A,0
104.24.87.219,443,TRUE,N/A,0
172.65.143.209,443,TRUE,N/A,0
172.66.151.43,443,TRUE,N/A,0
172.67.148.82,443,TRUE,N/A,0
141.101.115.11,443,TRUE,N/A,0
104.24.84.98,443,TRUE,N/A,0
172.66.152.186,443,TRUE,N/A,0
104.21.104.69,443,TRUE,N/A,0
162.159.20.176,443,TRUE,N/A,0
104.19.187.207,443,TRUE,N/A,0
172.66.171.200,443,TRUE,N/A,0
172.67.199.182,443,TRUE,N/A,0
104.21.195.115,443,TRUE,N/A,0
104.27.194.171,443,TRUE,N/A,0
162.159.128.42,443,TRUE,N/A,0
104.19.222.31,443,TRUE,N/A,0
172.65.216.216,443,TRUE,N/A,0
104.27.32.140,443,TRUE,N/A,0
198.41.195.160,443,TRUE,N/A,0
104.16.202.180,443,TRUE,N/A,0
104.19.205.189,443,TRUE,N/A,0
172.67.83.135,443,TRUE,N/A,0
104.16.235.45,443,TRUE,N/A,0
198.41.223.250,443,TRUE,N/A,0
104.24.150.27,443,TRUE,N/A,0
104.21.68.238,443,TRUE,N/A,0
104.24.12.219,443,TRUE,N/A,0
104.24.158.154,443,TRUE,N/A,0
198.41.197.236,443,TRUE,N/A,0
104.27.71.29,443,TRUE,N/A,0
172.65.66.225,443,TRUE,N/A,0
172.67.154.104,443,TRUE,N/A,0
104.24.161.51,443,TRUE,N/A,0
172.65.181.14,443,TRUE,N/A,0
198.41.215.202,443,TRUE,N/A,0
104.25.203.90,443,TRUE,N/A,0
172.67.79.104,443,TRUE,N/A,0
172.65.47.154,443,TRUE,N/A,0
104.19.190.96,443,TRUE,N/A,0
104.25.225.209,443,TRUE,N/A,0
104.25.141.211,443,TRUE,N/A,0
172.65.43.156,443,TRUE,N/A,0
172.67.196.88,443,TRUE,N/A,0
172.65.130.108,443,TRUE,N/A,0
104.21.98.165,443,TRUE,N/A,0
104.27.192.26,443,TRUE,N/A,0
198.41.207.173,443,TRUE,N/A,0
172.66.43.155,443,TRUE,N/A,0
104.16.162.13,443,TRUE,N/A,0
162.159.0.190,443,TRUE,N/A,0
172.64.188.110,443,TRUE,N/A,0
172.66.42.184,443,TRUE,N/A,0
104.27.22.189,443,TRUE,N/A,0
104.19.202.239,443,TRUE,N/A,0
104.25.151.131,443,TRUE,N/A,0
198.41.216.13,443,TRUE,N/A,0
104.24.81.145,443,TRUE,N/A,0
104.24.156.62,443,TRUE,N/A,0
172.65.51.179,443,TRUE,N/A,0
172.66.175.28,443,TRUE,N/A,0
172.65.45.29,443,TRUE,N/A,0
172.65.42.210,443,TRUE,N/A,0
172.66.167.121,443,TRUE,N/A,0
104.16.197.80,443,TRUE,N/A,0
104.21.97.166,443,TRUE,N/A,0
104.25.20.8,443,TRUE,N/A,0
172.65.222.200,443,TRUE,N/A,0
104.17.72.111,443,TRUE,N/A,0
104.25.210.245,443,TRUE,N/A,0
104.25.224.218,443,TRUE,N/A,0
104.21.14.24,443,TRUE,N/A,0
104.16.152.169,443,TRUE,N/A,0
104.19.199.159,443,TRUE,N/A,0
104.25.163.22,443,TRUE,N/A,0
104.19.186.213,443,TRUE,N/A,0
104.25.147.214,443,TRUE,N/A,0
172.67.129.73,443,TRUE,N/A,0
172.66.174.226,443,TRUE,N/A,0
104.25.199.92,443,TRUE,N/A,0
172.66.164.176,443,TRUE,N/A,0
104.19.193.199,443,TRUE,N/A,0
104.18.81.162,443,TRUE,N/A,0
104.25.209.139,443,TRUE,N/A,0
104.25.212.45,443,TRUE,N/A,0
104.19.211.143,443,TRUE,N/A,0
104.26.5.61,443,TRUE,N/A,0
172.65.118.65,443,TRUE,N/A,0
104.16.199.149,443,TRUE,N/A,0
104.17.34.134,443,TRUE,N/A,0
172.66.3.26,443,TRUE,N/A,0
104.19.230.57,443,TRUE,N/A,0
172.66.135.173,443,TRUE,N/A,0
104.24.44.109,443,TRUE,N/A,0
104.25.233.144,443,TRUE,N/A,0
104.21.117.246,443,TRUE,N/A,0
173.245.49.57,443,TRUE,N/A,0
104.25.223.66,443,TRUE,N/A,0
172.66.160.111,443,TRUE,N/A,0
104.17.25.57,443,TRUE,N/A,0
104.24.8.5,443,TRUE,N/A,0
198.41.206.1,443,TRUE,N/A,0
104.25.149.3,443,TRUE,N/A,0
172.66.47.223,443,TRUE,N/A,0
172.65.58.243,443,TRUE,N/A,0
172.65.223.149,443,TRUE,N/A,0
104.16.182.140,443,TRUE,N/A,0
172.67.143.35,443,TRUE,N/A,0
104.21.114.234,443,TRUE,N/A,0
172.66.165.141,443,TRUE,N/A,0
104.25.222.7,443,TRUE,N/A,0
162.159.3.13,443,TRUE,N/A,0
104.27.47.18,443,TRUE,N/A,0
104.19.189.51,443,TRUE,N/A,0
104.19.208.8,443,TRUE,N/A,0
172.66.173.17,443,TRUE,N/A,0
104.24.14.22,443,TRUE,N/A,0
198.41.205.158,443,TRUE,N/A,0
104.25.44.196,443,TRUE,N/A,0
198.41.194.86,443,TRUE,N/A,0
198.41.199.193,443,TRUE,N/A,0
104.27.48.88,443,TRUE,N/A,0
104.16.167.92,443,TRUE,N/A,0
104.24.15.38,443,TRUE,N/A,0
104.21.64.28,443,TRUE,N/A,0
104.16.255.68,443,TRUE,N/A,0
172.66.163.58,443,TRUE,N/A,0
172.66.206.212,443,TRUE,N/A,0
104.25.218.212,443,TRUE,N/A,0
198.41.217.199,443,TRUE,N/A,0
172.65.210.173,443,TRUE,N/A,0
190.93.247.214,443,TRUE,N/A,0
104.25.137.244,443,TRUE,N/A,0
104.26.15.144,443,TRUE,N/A,0
104.19.245.204,443,TRUE,N/A,0
198.41.198.245,443,TRUE,N/A,0
172.64.190.143,443,TRUE,N/A,0
104.19.192.193,443,TRUE,N/A,0
190.93.246.6,443,TRUE,N/A,0
172.67.120.100,443,TRUE,N/A,0
104.19.234.52,443,TRUE,N/A,0
104.21.31.113,443,TRUE,N/A,0
172.65.226.92,443,TRUE,N/A,0
104.21.69.118,443,TRUE,N/A,0
104.17.70.224,443,TRUE,N/A,0
104.25.143.250,443,TRUE,N/A,0
162.159.13.237,443,TRUE,N/A,0
104.19.228.113,443,TRUE,N/A,0
104.19.201.27,443,TRUE,N/A,0
104.19.194.229,443,TRUE,N/A,0
104.19.207.54,443,TRUE,N/A,0
198.41.192.167,443,TRUE,N/A,0
172.65.135.73,443,TRUE,N/A,0
172.67.194.124,443,TRUE,N/A,0
104.16.221.13,443,TRUE,N/A,0
172.64.93.164,443,TRUE,N/A,0
104.19.195.144,443,TRUE,N/A,0
104.16.209.232,443,TRUE,N/A,0
104.25.232.29,443,TRUE,N/A,0
172.67.125.96,443,TRUE,N/A,0
104.27.2.163,443,TRUE,N/A,0
172.66.172.50,443,TRUE,N/A,0
198.41.208.22,443,TRUE,N/A,0
104.16.186.3,443,TRUE,N/A,0
104.25.244.0,443,TRUE,N/A,0
104.27.3.77,443,TRUE,N/A,0
104.16.230.34,443,TRUE,N/A,0
104.25.247.108,443,TRUE,N/A,0
104.16.204.235,443,TRUE,N/A,0
172.65.224.109,443,TRUE,N/A,0
104.25.215.191,443,TRUE,N/A,0
198.41.202.39,443,TRUE,N/A,0
104.25.157.252,443,TRUE,N/A,0
104.16.216.42,443,TRUE,N/A,0
104.16.229.243,443,TRUE,N/A,0
198.41.203.44,443,TRUE,N/A,0
172.67.111.115,443,TRUE,N/A,0
104.24.83.28,443,TRUE,N/A,0
104.25.243.233,443,TRUE,N/A,0
104.21.103.32,443,TRUE,N/A,0
104.19.229.122,443,TRUE,N/A,0
104.16.200.181,443,TRUE,N/A,0
198.41.211.102,443,TRUE,N/A,0
172.65.138.87,443,TRUE,N/A,0
172.67.255.155,443,TRUE,N/A,0
104.24.47.40,443,TRUE,N/A,0
198.41.201.216,443,TRUE,N/A,0
172.66.176.137,443,TRUE,N/A,0
104.21.113.99,443,TRUE,N/A,0
172.66.169.109,443,TRUE,N/A,0
104.21.27.150,443,TRUE,N/A,0
172.67.192.74,443,TRUE,N/A,0
104.17.13.163,443,TRUE,N/A,0
172.67.202.227,443,TRUE,N/A,0
104.16.165.222,443,TRUE,N/A,0
104.16.249.70,443,TRUE,N/A,0
104.17.24.108,443,TRUE,N/A,0
104.17.46.110,443,TRUE,N/A,0
198.41.214.57,443,TRUE,N/A,0
104.24.13.217,443,TRUE,N/A,0
104.16.242.115,443,TRUE,N/A,0
104.16.248.186,443,TRUE,N/A,0
104.21.109.127,443,TRUE,N/A,0
104.18.37.250,443,TRUE,N/A,0
172.65.133.253,443,TRUE,N/A,0
104.16.241.149,443,TRUE,N/A,0
172.67.151.0,443,TRUE,N/A,0
104.17.41.139,443,TRUE,N/A,0
104.17.17.26,443,TRUE,N/A,0
104.26.2.134,443,TRUE,N/A,0
104.17.254.47,443,TRUE,N/A,0
104.16.145.102,443,TRUE,N/A,0
104.17.42.207,443,TRUE,N/A,0
172.64.155.207,443,TRUE,N/A,0
172.66.41.101,443,TRUE,N/A,0
172.64.157.16,443,TRUE,N/A,0
104.25.231.20,443,TRUE,N/A,0
104.16.116.122,443,TRUE,N/A,0
172.64.159.194,443,TRUE,N/A,0
104.16.191.103,443,TRUE,N/A,0
104.17.59.6,443,TRUE,N/A,0
104.16.183.24,443,TRUE,N/A,0
104.25.144.68,443,TRUE,N/A,0
104.17.45.52,443,TRUE,N/A,0
198.41.193.40,443,TRUE,N/A,0
172.64.153.50,443,TRUE,N/A,0
104.16.193.73,443,TRUE,N/A,0
104.16.194.70,443,TRUE,N/A,0
104.27.196.207,443,TRUE,N/A,0
104.25.31.137,443,TRUE,N/A,0
172.66.129.226,443,TRUE,N/A,0
172.64.146.150,443,TRUE,N/A,0
172.67.189.189,443,TRUE,N/A,0
104.16.237.204,443,TRUE,N/A,0
104.18.126.208,443,TRUE,N/A,0
108.162.194.54,443,TRUE,N/A,0
104.17.10.205,443,TRUE,N/A,0
104.17.4.8,443,TRUE,N/A,0
104.17.11.47,443,TRUE,N/A,0
172.66.168.160,443,TRUE,N/A,0
172.67.152.29,443,TRUE,N/A,0
162.159.23.99,443,TRUE,N/A,0
104.26.8.210,443,TRUE,N/A,0
104.18.70.24,443,TRUE,N/A,0
104.25.254.224,443,TRUE,N/A,0
198.41.200.113,443,TRUE,N/A,0
162.159.18.55,443,TRUE,N/A,0
104.17.14.234,443,TRUE,N/A,0
104.18.41.150,443,TRUE,N/A,0
104.17.67.137,443,TRUE,N/A,0
162.159.19.192,443,TRUE,N/A,0
104.16.250.149,443,TRUE,N/A,0
104.25.22.42,443,TRUE,N/A,0
104.17.5.237,443,TRUE,N/A,0
104.17.37.193,443,TRUE,N/A,0
104.16.196.177,443,TRUE,N/A,0
172.65.203.211,443,TRUE,N/A,0
104.16.188.189,443,TRUE,N/A,0
104.16.225.164,443,TRUE,N/A,0
104.16.251.158,443,TRUE,N/A,0
172.67.110.143,443,TRUE,N/A,0
104.19.226.71,443,TRUE,N/A,0
104.18.77.174,443,TRUE,N/A,0
162.159.5.104,443,TRUE,N/A,0
104.16.189.176,443,TRUE,N/A,0
162.159.4.118,443,TRUE,N/A,0
104.25.139.74,443,TRUE,N/A,0
104.17.9.133,443,TRUE,N/A,0
162.159.8.119,443,TRUE,N/A,0
104.21.107.11,443,TRUE,N/A,0
104.18.74.28,443,TRUE,N/A,0
162.159.6.37,443,TRUE,N/A,0
104.16.247.247,443,TRUE,N/A,0
104.19.213.151,443,TRUE,N/A,0
104.25.45.214,443,TRUE,N/A,0
172.66.162.56,443,TRUE,N/A,0
104.16.192.182,443,TRUE,N/A,0
172.64.158.133,443,TRUE,N/A,0
104.16.211.67,443,TRUE,N/A,0
104.16.187.60,443,TRUE,N/A,0
104.19.223.146,443,TRUE,N/A,0
104.16.141.13,443,TRUE,N/A,0
104.16.214.177,443,TRUE,N/A,0
104.19.250.230,443,TRUE,N/A,0
104.16.149.210,443,TRUE,N/A,0
104.21.66.200,443,TRUE,N/A,0
104.25.230.51,443,TRUE,N/A,0
104.16.154.223,443,TRUE,N/A,0
104.18.124.51,443,TRUE,N/A,0
104.16.195.152,443,TRUE,N/A,0
172.67.109.59,443,TRUE,N/A,0
172.66.158.112,443,TRUE,N/A,0
104.18.85.229,443,TRUE,N/A,0
172.67.71.173,443,TRUE,N/A,0
104.26.14.160,443,TRUE,N/A,0
104.26.13.105,443,TRUE,N/A,0
108.162.193.148,443,TRUE,N/A,0
172.65.40.209,443,TRUE,N/A,0
172.66.150.212,443,TRUE,N/A,0
104.25.28.183,443,TRUE,N/A,0
104.16.171.130,443,TRUE,N/A,0
104.16.198.216,443,TRUE,N/A,0
172.66.146.31,443,TRUE,N/A,0
104.16.227.147,443,TRUE,N/A,0
104.17.47.243,443,TRUE,N/A,0
104.16.148.74,443,TRUE,N/A,0
172.67.186.213,443,TRUE,N/A,0
104.18.26.144,443,TRUE,N/A,0
104.19.198.61,443,TRUE,N/A,0
104.26.1.63,443,TRUE,N/A,0
104.16.146.175,443,TRUE,N/A,0
141.101.114.177,443,TRUE,N/A,0
104.18.103.52,443,TRUE,N/A,0
104.18.104.108,443,TRUE,N/A,0
172.66.145.223,443,TRUE,N/A,0
172.67.145.65,443,TRUE,N/A,0
104.18.33.76,443,TRUE,N/A,0
